issue_a,issue_b,split_a,split_b,cosine_similarity,cross_split,decision
31806,32205,train,train,1.0000,False,
31806,33737,train,train,1.0000,False,
31806,34832,train,val,1.0000,True,
31806,36839,train,train,1.0000,False,
31806,36852,train,train,1.0000,False,
31806,29327,train,train,1.0000,False,
31806,29753,train,train,1.0000,False,
31806,34163,train,train,1.0000,False,
31806,36381,train,val,1.0000,True,
31806,27849,train,train,1.0000,False,
31806,30093,train,train,1.0000,False,
32205,33737,train,train,1.0000,False,
32205,34832,train,val,1.0000,True,
32205,36839,train,train,1.0000,False,
32205,36852,train,train,1.0000,False,
32205,29327,train,train,1.0000,False,
32205,29753,train,train,1.0000,False,
32205,34163,train,train,1.0000,False,
32205,36381,train,val,1.0000,True,
32205,27849,train,train,1.0000,False,
32205,30093,train,train,1.0000,False,
32346,28306,val,train,1.0000,True,
32346,30303,val,train,1.0000,True,
32641,32757,train,train,1.0000,False,
32641,32857,train,val,1.0000,True,
32641,34913,train,train,1.0000,False,
32641,28295,train,train,1.0000,False,
32641,30761,train,train,1.0000,False,
32641,30775,train,train,1.0000,False,
32641,31492,train,val,1.0000,True,
32641,32943,train,val,1.0000,True,
32641,34477,train,train,1.0000,False,
32641,30578,train,train,1.0000,False,
32641,31131,train,train,1.0000,False,
32641,33991,train,val,1.0000,True,
32641,35872,train,train,1.0000,False,
32757,32857,train,val,1.0000,True,
32757,34913,train,train,1.0000,False,
32757,28295,train,train,1.0000,False,
32757,30761,train,train,1.0000,False,
32757,30775,train,train,1.0000,False,
32757,31492,train,val,1.0000,True,
32757,32943,train,val,1.0000,True,
32757,34477,train,train,1.0000,False,
32757,30578,train,train,1.0000,False,
32757,31131,train,train,1.0000,False,
32757,33991,train,val,1.0000,True,
32757,35872,train,train,1.0000,False,
32857,34913,val,train,1.0000,True,
32857,28295,val,train,1.0000,True,
32857,30761,val,train,1.0000,True,
32857,30775,val,train,1.0000,True,
32857,31492,val,val,1.0000,False,
32857,32943,val,val,1.0000,False,
32857,34477,val,train,1.0000,True,
32857,30578,val,train,1.0000,True,
32857,31131,val,train,1.0000,True,
32857,33991,val,val,1.0000,False,
32857,35872,val,train,1.0000,True,
32909,34195,train,train,1.0000,False,
32909,28440,train,val,1.0000,True,
32909,30962,train,train,1.0000,False,
32909,32932,train,train,1.0000,False,
32909,34985,train,train,1.0000,False,
32980,27920,val,train,1.0000,True,
33022,32770,train,train,1.0000,False,
33327,33325,train,train,1.0000,False,
33329,33330,train,train,1.0000,False,
33329,33331,train,train,1.0000,False,
33330,33331,train,train,1.0000,False,
33377,33388,train,train,1.0000,False,
33377,33993,train,val,1.0000,True,
33377,36895,train,train,1.0000,False,
33377,34796,train,train,1.0000,False,
33507,34757,train,train,1.0000,False,
33507,35169,train,train,1.0000,False,
33507,28013,train,train,1.0000,False,
33507,31570,train,train,1.0000,False,
33507,34182,train,train,1.0000,False,
33737,34832,train,val,1.0000,True,
33737,36839,train,train,1.0000,False,
33737,36852,train,train,1.0000,False,
33737,29327,train,train,1.0000,False,
33737,29753,train,train,1.0000,False,
33737,34163,train,train,1.0000,False,
33737,36381,train,val,1.0000,True,
33737,27849,train,train,1.0000,False,
33737,30093,train,train,1.0000,False,
33740,34177,val,train,1.0000,True,
33740,34716,val,train,1.0000,True,
33740,34388,val,train,1.0000,True,
33739,34175,train,train,1.0000,False,
33739,35575,train,val,1.0000,True,
33739,36452,train,train,1.0000,False,
33739,34231,train,train,1.0000,False,
33839,32257,train,train,1.0000,False,
34169,34680,train,train,1.0000,False,
34169,35242,train,train,1.0000,False,
34169,34476,train,train,1.0000,False,
34168,34475,train,train,1.0000,False,
34173,34481,train,train,1.0000,False,
34173,34863,train,val,1.0000,True,
34175,35575,train,val,1.0000,True,
34175,36452,train,train,1.0000,False,
34175,34231,train,train,1.0000,False,
34177,34716,train,train,1.0000,False,
34177,34388,train,train,1.0000,False,
34184,35769,train,val,1.0000,True,
34184,34116,train,train,1.0000,False,
34189,35801,train,train,1.0000,False,
34189,35847,train,train,1.0000,False,
34189,34208,train,train,1.0000,False,
34191,34880,train,train,1.0000,False,
34191,33742,train,train,1.0000,False,
34191,34499,train,train,1.0000,False,
34195,28440,train,val,1.0000,True,
34195,30962,train,train,1.0000,False,
34195,32932,train,train,1.0000,False,
34195,34985,train,train,1.0000,False,
34203,36862,train,val,1.0000,True,
34680,35242,train,train,1.0000,False,
34680,34476,train,train,1.0000,False,
34684,33603,train,train,1.0000,False,
34684,34187,train,train,1.0000,False,
34690,37045,train,train,1.0000,False,
34690,34193,train,train,1.0000,False,
34716,34388,train,train,1.0000,False,
34757,35169,train,train,1.0000,False,
34757,28013,train,train,1.0000,False,
34757,31570,train,train,1.0000,False,
34757,34182,train,train,1.0000,False,
34768,33624,train,train,1.0000,False,
34768,34904,train,train,1.0000,False,
34785,28336,train,val,1.0000,True,
34785,31742,train,val,1.0000,True,
34785,32540,train,train,1.0000,False,
34812,35107,train,val,1.0000,True,
34812,34115,train,train,1.0000,False,
34832,36839,val,train,1.0000,True,
34832,36852,val,train,1.0000,True,
34832,29327,val,train,1.0000,True,
34832,29753,val,train,1.0000,True,
34832,34163,val,train,1.0000,True,
34832,36381,val,val,1.0000,False,
34832,27849,val,train,1.0000,True,
34832,30093,val,train,1.0000,True,
34835,33400,train,train,1.0000,False,
34835,34077,train,train,1.0000,False,
34837,34912,train,train,1.0000,False,
34837,34165,train,train,1.0000,False,
34842,36689,val,train,1.0000,True,
34842,37127,val,train,1.0000,True,
34842,34190,val,train,1.0000,True,
34880,33742,train,train,1.0000,False,
34880,34499,train,train,1.0000,False,
34912,34165,train,train,1.0000,False,
34913,28295,train,train,1.0000,False,
34913,30761,train,train,1.0000,False,
34913,30775,train,train,1.0000,False,
34913,31492,train,val,1.0000,True,
34913,32943,train,val,1.0000,True,
34913,34477,train,train,1.0000,False,
34913,30578,train,train,1.0000,False,
34913,31131,train,train,1.0000,False,
34913,33991,train,val,1.0000,True,
34913,35872,train,train,1.0000,False,
35107,34115,val,train,1.0000,True,
35169,28013,train,train,1.0000,False,
35169,31570,train,train,1.0000,False,
35169,34182,train,train,1.0000,False,
35242,34476,train,train,1.0000,False,
35575,36452,val,train,1.0000,True,
35575,34231,val,train,1.0000,True,
35769,34116,val,train,1.0000,True,
35801,35847,train,train,1.0000,False,
35801,34208,train,train,1.0000,False,
35847,34208,train,train,1.0000,False,
36452,34231,train,train,1.0000,False,
36689,37127,train,train,1.0000,False,
36689,34190,train,train,1.0000,False,
36839,36852,train,train,1.0000,False,
36839,29327,train,train,1.0000,False,
36839,29753,train,train,1.0000,False,
36839,34163,train,train,1.0000,False,
36839,36381,train,val,1.0000,True,
36839,27849,train,train,1.0000,False,
36839,30093,train,train,1.0000,False,
36852,29327,train,train,1.0000,False,
36852,29753,train,train,1.0000,False,
36852,34163,train,train,1.0000,False,
36852,36381,train,val,1.0000,True,
36852,27849,train,train,1.0000,False,
36852,30093,train,train,1.0000,False,
36861,36874,val,train,1.0000,True,
36861,37602,val,val,1.0000,False,
36861,38044,val,val,1.0000,False,
36874,37602,train,val,1.0000,True,
36874,38044,train,val,1.0000,True,
36932,37425,train,train,1.0000,False,
36932,37960,train,val,1.0000,True,
36938,37168,train,train,1.0000,False,
36938,37930,train,train,1.0000,False,
36938,38066,train,train,1.0000,False,
36937,37660,train,train,1.0000,False,
36937,38329,train,train,1.0000,False,
36959,36960,val,val,1.0000,False,
36959,37116,val,train,1.0000,True,
36959,37514,val,train,1.0000,True,
36959,38114,val,train,1.0000,True,
36958,38162,train,val,1.0000,True,
36960,37116,val,train,1.0000,True,
36960,37514,val,train,1.0000,True,
36960,38114,val,train,1.0000,True,
37045,34193,train,train,1.0000,False,
37116,37514,train,train,1.0000,False,
37116,38114,train,train,1.0000,False,
37127,34190,train,train,1.0000,False,
37155,37740,train,train,1.0000,False,
37168,37930,train,train,1.0000,False,
37168,38066,train,train,1.0000,False,
37329,38077,train,train,1.0000,False,
37425,37960,train,val,1.0000,True,
37430,37970,train,train,1.0000,False,
37514,38114,train,train,1.0000,False,
37602,38044,val,val,1.0000,False,
37660,38329,train,train,1.0000,False,
37736,37892,train,val,1.0000,True,
37739,37942,train,val,1.0000,True,
37739,38002,train,train,1.0000,False,
37739,38039,train,train,1.0000,False,
37806,37896,train,train,1.0000,False,
37817,37861,val,train,1.0000,True,
37817,37988,val,train,1.0000,True,
37861,37988,train,train,1.0000,False,
37930,38066,train,train,1.0000,False,
37942,38002,val,train,1.0000,True,
37942,38039,val,train,1.0000,True,
37993,37170,val,train,1.0000,True,
38002,38039,train,train,1.0000,False,
38017,38016,train,train,1.0000,False,
38017,38027,train,train,1.0000,False,
38017,38029,train,val,1.0000,True,
38016,38027,train,train,1.0000,False,
38016,38029,train,val,1.0000,True,
38020,38013,train,train,1.0000,False,
38022,38023,train,train,1.0000,False,
38022,38009,train,train,1.0000,False,
38022,38010,train,train,1.0000,False,
38021,38008,train,train,1.0000,False,
38023,38009,train,train,1.0000,False,
38023,38010,train,train,1.0000,False,
38027,38029,train,val,1.0000,True,
38263,36954,val,train,1.0000,True,
27767,28615,train,train,1.0000,False,
28013,31570,train,train,1.0000,False,
28013,34182,train,train,1.0000,False,
28295,30761,train,train,1.0000,False,
28295,30775,train,train,1.0000,False,
28295,31492,train,val,1.0000,True,
28295,32943,train,val,1.0000,True,
28295,34477,train,train,1.0000,False,
28295,30578,train,train,1.0000,False,
28295,31131,train,train,1.0000,False,
28295,33991,train,val,1.0000,True,
28295,35872,train,train,1.0000,False,
28306,30303,train,train,1.0000,False,
28336,31742,val,val,1.0000,False,
28336,32540,val,train,1.0000,True,
28440,30962,val,train,1.0000,True,
28440,32932,val,train,1.0000,True,
28440,34985,val,train,1.0000,True,
29327,29753,train,train,1.0000,False,
29327,34163,train,train,1.0000,False,
29327,36381,train,val,1.0000,True,
29327,27849,train,train,1.0000,False,
29327,30093,train,train,1.0000,False,
29753,34163,train,train,1.0000,False,
29753,36381,train,val,1.0000,True,
29753,27849,train,train,1.0000,False,
29753,30093,train,train,1.0000,False,
30124,33434,train,train,1.0000,False,
30204,31667,train,train,1.0000,False,
30204,32430,train,train,1.0000,False,
30761,30775,train,train,1.0000,False,
30761,31492,train,val,1.0000,True,
30761,32943,train,val,1.0000,True,
30761,34477,train,train,1.0000,False,
30761,30578,train,train,1.0000,False,
30761,31131,train,train,1.0000,False,
30761,33991,train,val,1.0000,True,
30761,35872,train,train,1.0000,False,
30775,31492,train,val,1.0000,True,
30775,32943,train,val,1.0000,True,
30775,34477,train,train,1.0000,False,
30775,30578,train,train,1.0000,False,
30775,31131,train,train,1.0000,False,
30775,33991,train,val,1.0000,True,
30775,35872,train,train,1.0000,False,
30962,32932,train,train,1.0000,False,
30962,34985,train,train,1.0000,False,
31492,32943,val,val,1.0000,False,
31492,34477,val,train,1.0000,True,
31492,30578,val,train,1.0000,True,
31492,31131,val,train,1.0000,True,
31492,33991,val,val,1.0000,False,
31492,35872,val,train,1.0000,True,
31570,34182,train,train,1.0000,False,
31667,32430,train,train,1.0000,False,
31742,32540,val,train,1.0000,True,
32022,33547,val,train,1.0000,True,
32932,34985,train,train,1.0000,False,
32943,34477,val,train,1.0000,True,
32943,30578,val,train,1.0000,True,
32943,31131,val,train,1.0000,True,
32943,33991,val,val,1.0000,False,
32943,35872,val,train,1.0000,True,
32956,32958,train,val,1.0000,True,
32965,32966,train,train,1.0000,False,
33388,33993,train,val,1.0000,True,
33388,36895,train,train,1.0000,False,
33388,34796,train,train,1.0000,False,
33400,34077,train,train,1.0000,False,
33603,34187,train,train,1.0000,False,
33624,34904,train,train,1.0000,False,
33742,34499,train,train,1.0000,False,
33993,36895,val,train,1.0000,True,
33993,34796,val,train,1.0000,True,
34163,36381,train,val,1.0000,True,
34163,27849,train,train,1.0000,False,
34163,30093,train,train,1.0000,False,
34477,30578,train,train,1.0000,False,
34477,31131,train,train,1.0000,False,
34477,33991,train,val,1.0000,True,
34477,35872,train,train,1.0000,False,
34481,34863,train,val,1.0000,True,
36381,27849,val,train,1.0000,True,
36381,30093,val,train,1.0000,True,
36895,34796,train,train,1.0000,False,
27849,30093,train,train,1.0000,False,
30578,31131,train,train,1.0000,False,
30578,33991,train,val,1.0000,True,
30578,35872,train,train,1.0000,False,
31131,33991,train,val,1.0000,True,
31131,35872,train,train,1.0000,False,
33991,35872,val,train,1.0000,True,
38009,38010,train,train,1.0000,False,
21814,21848,train,train,1.0000,False,
34204,36863,val,train,1.0000,True,
34792,34889,train,val,1.0000,True,
34792,34186,train,train,1.0000,False,
34792,34480,train,train,1.0000,False,
34889,34186,val,train,1.0000,True,
34889,34480,val,train,1.0000,True,
36936,37832,train,train,1.0000,False,
36936,38081,train,train,1.0000,False,
37178,37848,train,val,1.0000,True,
37178,37895,train,train,1.0000,False,
37178,37947,train,val,1.0000,True,
37610,37409,train,train,1.0000,False,
37610,37956,train,val,1.0000,True,
37742,37901,train,train,1.0000,False,
37832,38081,train,train,1.0000,False,
37848,37895,val,train,1.0000,True,
37848,37947,val,val,1.0000,False,
34186,34480,train,train,1.0000,False,
37409,37956,train,val,1.0000,True,
37895,37947,train,val,1.0000,True,
34795,34118,train,train,1.0000,False,
36942,37631,train,train,1.0000,False,
36942,38045,train,train,1.0000,False,
37631,38045,train,train,1.0000,False,
34823,34155,train,train,1.0000,False,
34823,35006,train,train,1.0000,False,
34155,35006,train,train,1.0000,False,
21815,21849,train,val,1.0000,True,
28416,33725,val,train,0.9999,True,
33725,37456,train,train,0.9998,False,
33782,34014,train,train,0.9997,False,
33627,37456,train,train,0.9997,False,
28416,37456,val,train,0.9997,True,
31055,37456,val,train,0.9997,True,
31055,33725,val,train,0.9997,True,
33627,33725,train,train,0.9996,False,
31055,28416,val,val,0.9996,False,
28416,33627,val,train,0.9996,True,
31055,33627,val,train,0.9995,True,
33725,34206,train,train,0.9995,False,
28416,34206,val,train,0.9994,True,
34206,37456,train,train,0.9994,False,
33627,34206,train,train,0.9993,False,
31055,34206,val,train,0.9993,True,
30132,33423,train,train,0.9992,False,
28462,34014,val,train,0.9990,True,
43335,37456,train,train,0.9989,False,
43335,28416,train,val,0.9989,True,
28416,30132,val,train,0.9989,True,
43335,33725,train,train,0.9989,False,
28416,33423,val,train,0.9989,True,
30132,33725,train,train,0.9989,False,
30132,37456,train,train,0.9989,False,
43335,33627,train,train,0.9988,False,
37374,33782,train,train,0.9988,False,
28462,33782,val,train,0.9988,True,
31055,43335,val,train,0.9988,True,
30132,33627,train,train,0.9988,False,
30132,34206,train,train,0.9988,False,
31055,30132,val,train,0.9988,True,
33423,33725,train,train,0.9988,False,
37374,28462,train,val,0.9988,True,
33423,34206,train,train,0.9987,False,
33423,37456,train,train,0.9987,False,
37374,34014,train,train,0.9987,False,
43335,34206,train,train,0.9986,False,
31055,33423,val,train,0.9986,True,
33423,33627,train,train,0.9985,False,
43335,30132,train,train,0.9984,False,
43335,33423,train,train,0.9980,False,
31055,33415,val,val,0.9976,False,
33415,37456,val,train,0.9973,True,
33415,33627,val,train,0.9973,True,
33415,33725,val,train,0.9972,True,
35852,35880,train,train,0.9972,False,
33415,34206,val,train,0.9971,True,
28416,33415,val,val,0.9970,False,
35445,37324,train,train,0.9969,False,
35409,37324,train,train,0.9969,False,
34708,37324,val,train,0.9969,True,
30132,33415,train,val,0.9967,True,
28462,30124,val,train,0.9965,True,
28462,33434,val,train,0.9965,True,
43335,33415,train,val,0.9964,True,
34713,37241,val,train,0.9964,True,
37374,30124,train,train,0.9964,False,
37374,33434,train,train,0.9964,False,
30124,34014,train,train,0.9962,False,
33434,34014,train,train,0.9962,False,
30124,33782,train,train,0.9961,False,
33434,33782,train,train,0.9961,False,
33415,33423,val,train,0.9960,True,
37776,37160,train,train,0.9959,False,
28081,26127,train,train,0.9955,False,
37818,37768,train,train,0.9949,False,
37811,34671,train,train,0.9946,False,
33479,37456,train,train,0.9944,False,
33627,33479,train,train,0.9944,False,
31347,31277,train,train,0.9942,False,
32260,31277,train,train,0.9942,False,
33725,33479,train,train,0.9942,False,
34070,37159,train,val,0.9941,True,
31055,33479,val,train,0.9940,True,
28416,33479,val,train,0.9940,True,
33430,33782,train,train,0.9939,False,
34206,33479,train,train,0.9938,False,
33415,33479,val,train,0.9937,True,
56078,56090,val,train,0.9936,True,
28462,33430,val,train,0.9935,True,
33430,34014,train,train,0.9934,False,
43335,33479,train,train,0.9933,False,
37776,37159,train,val,0.9933,True,
27683,27726,train,val,0.9933,True,
37374,33430,train,train,0.9933,False,
30132,33479,train,train,0.9932,False,
30878,32044,train,val,0.9929,True,
33423,33479,train,train,0.9929,False,
35106,35121,train,train,0.9928,False,
34331,35337,train,train,0.9926,False,
32950,30571,train,val,0.9918,True,
30124,33430,train,train,0.9917,False,
33430,33434,train,train,0.9917,False,
30388,29559,train,train,0.9916,False,
34070,37160,train,train,0.9916,False,
35589,33895,train,train,0.9915,False,
36469,36323,val,train,0.9913,True,
37776,37879,train,val,0.9912,True,
67600,67603,test,test,0.9911,False,
33106,29225,train,train,0.9909,False,
31743,30524,val,train,0.9908,True,
31427,31374,train,val,0.9908,True,
31433,31374,train,val,0.9908,True,
35857,35854,train,train,0.9908,False,
37879,37160,val,train,0.9907,True,
37818,37819,train,train,0.9907,False,
35397,35400,train,train,0.9907,False,
35347,35225,train,train,0.9904,False,
32185,32372,train,train,0.9900,False,
34671,37112,train,train,0.9895,False,
37811,37916,train,train,0.9895,False,
34671,37916,train,train,0.9892,False,
6199,6233,train,train,0.9892,False,
37159,37160,val,train,0.9892,True,
35445,34666,train,train,0.9891,False,
34666,35409,train,train,0.9891,False,
34666,34708,train,val,0.9891,True,
37916,37915,train,train,0.9889,False,
34096,37937,train,val,0.9886,True,
33997,28427,val,train,0.9880,True,
60463,65286,train,train,0.9878,False,
35110,35121,train,train,0.9876,False,
37811,37112,train,train,0.9875,False,
37776,34070,train,train,0.9874,False,
36586,36962,train,train,0.9874,False,
28069,28168,val,val,0.9872,False,
76721,92469,test,test,0.9866,False,
27324,35880,val,train,0.9865,True,
34496,34124,train,train,0.9864,False,
37916,37937,train,val,0.9863,True,
37768,37769,train,val,0.9862,True,
34666,37324,train,train,0.9860,False,
27811,27727,train,train,0.9859,False,
37819,37768,train,train,0.9857,False,
30831,30644,val,train,0.9857,True,
30672,27850,train,train,0.9856,False,
27675,32950,train,train,0.9855,False,
34070,34872,train,train,0.9854,False,
31347,31710,train,train,0.9852,False,
32260,31710,train,train,0.9852,False,
28863,27691,train,train,0.9851,False,
36837,29752,train,train,0.9851,False,
34123,35398,train,val,0.9851,True,
34096,37916,train,train,0.9845,False,
37879,37159,val,val,0.9843,False,
35106,35110,train,train,0.9842,False,
37915,37937,train,val,0.9842,True,
34855,37916,val,train,0.9841,True,
30567,31920,train,train,0.9837,False,
35852,27324,train,val,0.9837,True,
37160,37916,train,train,0.9835,False,
27635,32505,train,train,0.9835,False,
36970,37791,train,val,0.9835,True,
32950,34301,train,val,0.9832,True,
37776,37937,train,val,0.9831,True,
37159,37915,val,train,0.9831,True,
37776,37916,train,train,0.9831,False,
37879,37937,val,val,0.9831,False,
26834,26509,val,train,0.9829,True,
28429,28737,val,val,0.9828,False,
34301,30571,val,val,0.9825,False,
27675,30571,train,val,0.9823,True,
37879,34070,val,train,0.9821,True,
37112,37916,train,train,0.9821,False,
27529,27662,train,train,0.9820,False,
34070,37915,train,train,0.9818,False,
81198,92469,test,test,0.9818,False,
37112,37937,train,val,0.9817,True,
27675,34301,train,val,0.9817,True,
36890,34713,train,val,0.9814,True,
37012,34713,train,val,0.9814,True,
37179,35150,train,train,0.9812,False,
34096,34855,train,val,0.9808,True,
27669,29770,train,train,0.9808,False,
37819,37769,train,val,0.9803,True,
76721,81198,test,test,0.9797,False,
34872,37159,train,val,0.9796,True,
34096,37112,train,train,0.9794,False,
31277,31710,train,train,0.9793,False,
34855,37937,val,val,0.9792,False,
37160,37937,train,val,0.9790,True,
30142,30078,val,train,0.9786,True,
37811,37915,train,train,0.9784,False,
34671,37915,train,train,0.9781,False,
36890,37241,train,train,0.9779,False,
37012,37241,train,train,0.9779,False,
26185,27142,train,train,0.9777,False,
26185,30275,train,train,0.9777,False,
26185,34911,train,train,0.9777,False,
34872,37160,train,train,0.9771,False,
34855,34872,val,train,0.9770,True,
37160,37915,train,train,0.9769,False,
32732,36074,train,train,0.9769,False,
34096,34671,train,train,0.9767,False,
34671,34855,train,val,0.9767,True,
36458,34717,train,val,0.9767,True,
37879,34872,val,train,0.9766,True,
37776,37915,train,train,0.9765,False,
37159,37916,val,train,0.9764,True,
37159,37937,val,val,0.9763,False,
37776,34096,train,train,0.9763,False,
18928,19002,train,train,0.9760,False,
37879,34096,val,train,0.9759,True,
28010,37952,train,val,0.9756,True,
37053,37106,val,train,0.9756,True,
37811,37937,train,val,0.9756,True,
34671,37937,train,val,0.9753,True,
34070,37916,train,train,0.9751,False,
34855,37112,val,train,0.9750,True,
29040,35756,train,val,0.9748,True,
33623,33407,train,train,0.9747,False,
31995,32455,train,val,0.9740,True,
37112,37160,train,train,0.9738,False,
37811,34855,train,val,0.9737,True,
37811,34096,train,train,0.9735,False,
10367,9743,val,train,0.9735,True,
37879,37112,val,train,0.9731,True,
31591,30317,train,val,0.9731,True,
34855,37915,val,train,0.9731,True,
37776,34872,train,train,0.9729,False,
37811,37160,train,train,0.9729,False,
34096,37915,train,train,0.9729,False,
33377,35306,train,train,0.9728,False,
33388,35306,train,train,0.9728,False,
33993,35306,val,train,0.9728,True,
36895,35306,train,train,0.9728,False,
34796,35306,train,train,0.9728,False,
34671,37160,train,train,0.9726,False,
37776,37811,train,train,0.9725,False,
21812,21847,train,val,0.9724,True,
28845,27715,train,train,0.9724,False,
37776,34671,train,train,0.9721,False,
34096,37160,train,train,0.9720,False,
37818,37769,train,val,0.9713,True,
37112,37915,train,train,0.9707,False,
34872,37915,train,train,0.9707,False,
34070,37937,train,val,0.9704,True,
13627,14402,train,train,0.9700,False,
33421,34096,train,train,0.9699,False,
37776,37112,train,train,0.9696,False,
92086,92102,test,test,0.9694,False,
34096,37159,train,val,0.9693,True,
37879,37916,val,train,0.9693,True,
34697,37921,train,train,0.9692,False,
31462,30549,train,train,0.9690,False,
34872,37937,train,val,0.9682,True,
37157,37601,train,train,0.9682,False,
28384,31935,val,train,0.9681,True,
35885,36372,train,train,0.9679,False,
33995,33631,train,train,0.9679,False,
35397,35446,train,train,0.9678,False,
34070,34671,train,train,0.9676,False,
34168,36936,train,train,0.9675,False,
34168,37832,train,train,0.9675,False,
34168,38081,train,train,0.9675,False,
36936,34475,train,train,0.9675,False,
37832,34475,train,train,0.9675,False,
38081,34475,train,train,0.9675,False,
34777,37897,train,train,0.9674,False,
35305,37897,val,train,0.9674,True,
37897,34196,train,train,0.9674,False,
37897,34865,train,train,0.9674,False,
37897,36328,train,val,0.9674,True,
37764,37766,val,train,0.9674,True,
37156,37600,train,train,0.9668,False,
27594,29734,train,train,0.9668,False,
27594,30473,train,train,0.9668,False,
27594,30573,train,train,0.9668,False,
27594,34205,train,train,0.9668,False,
27594,34675,train,train,0.9668,False,
27594,35239,train,train,0.9668,False,
27594,36118,train,train,0.9668,False,
27594,27681,train,val,0.9668,True,
27594,28423,train,train,0.9668,False,
27594,31191,train,val,0.9668,True,
27594,32570,train,train,0.9668,False,
27594,32683,train,train,0.9668,False,
27594,33992,train,train,0.9668,False,
27594,34478,train,train,0.9668,False,
27594,36111,train,train,0.9668,False,
27594,31120,train,train,0.9668,False,
27594,36562,train,train,0.9668,False,
34070,34096,train,train,0.9667,False,
28264,27477,val,train,0.9662,True,
37811,37159,train,val,0.9658,True,
37766,37767,train,train,0.9657,False,
34671,37159,train,val,0.9655,True,
34842,37816,val,train,0.9652,True,
36689,37816,train,train,0.9652,False,
37127,37816,train,train,0.9652,False,
34190,37816,train,train,0.9652,False,
34169,36937,train,train,0.9652,False,
34169,37660,train,train,0.9652,False,
34169,38329,train,train,0.9652,False,
34680,36937,train,train,0.9652,False,
34680,37660,train,train,0.9652,False,
34680,38329,train,train,0.9652,False,
35242,36937,train,train,0.9652,False,
35242,37660,train,train,0.9652,False,
35242,38329,train,train,0.9652,False,
36937,34476,train,train,0.9652,False,
37660,34476,train,train,0.9652,False,
38329,34476,train,train,0.9652,False,
34070,37112,train,train,0.9651,False,
27822,27329,train,train,0.9649,False,
27822,27322,train,train,0.9649,False,
28267,27329,train,train,0.9649,False,
28267,27322,train,train,0.9649,False,
32439,27329,train,train,0.9649,False,
32439,27322,train,train,0.9649,False,
34198,27329,val,train,0.9649,True,
34198,27322,val,train,0.9649,True,
34838,27329,train,train,0.9649,False,
34838,27322,train,train,0.9649,False,
34843,27329,train,train,0.9649,False,
34843,27322,train,train,0.9649,False,
35614,27329,val,train,0.9649,True,
35614,27322,val,train,0.9649,True,
35751,27329,train,train,0.9649,False,
35751,27322,train,train,0.9649,False,
35755,27329,val,train,0.9649,True,
35755,27322,val,train,0.9649,True,
35770,27329,train,train,0.9649,False,
35770,27322,train,train,0.9649,False,
35772,27329,train,train,0.9649,False,
35772,27322,train,train,0.9649,False,
36285,27329,train,train,0.9649,False,
36285,27322,train,train,0.9649,False,
36926,27329,train,train,0.9649,False,
36926,27322,train,train,0.9649,False,
27329,27674,train,val,0.9649,True,
27329,28438,train,train,0.9649,False,
27329,30350,train,train,0.9649,False,
27329,34200,train,train,0.9649,False,
27329,34209,train,train,0.9649,False,
27329,30682,train,val,0.9649,True,
27329,32440,train,val,0.9649,True,
27674,27322,val,train,0.9649,True,
28438,27322,train,train,0.9649,False,
30350,27322,train,train,0.9649,False,
34200,27322,train,train,0.9649,False,
34209,27322,train,train,0.9649,False,
27322,30682,train,val,0.9649,True,
27322,32440,train,val,0.9649,True,
37747,37766,train,train,0.9648,False,
34096,34872,train,train,0.9645,False,
36688,36035,train,train,0.9645,False,
37811,34070,train,train,0.9645,False,
27142,32098,train,train,0.9644,False,
30275,32098,train,train,0.9644,False,
32098,34911,train,train,0.9644,False,
34855,37160,val,train,0.9643,True,
33521,36934,train,train,0.9643,False,
36934,34167,train,train,0.9643,False,
34872,37916,train,train,0.9640,False,
37776,34855,train,val,0.9639,True,
33878,28097,train,train,0.9635,False,
27604,31513,train,train,0.9633,False,
31513,27616,train,train,0.9633,False,
35400,35446,train,train,0.9631,False,
34768,37987,train,train,0.9631,False,
37987,33624,train,train,0.9631,False,
37987,34904,train,train,0.9631,False,
34872,37112,train,train,0.9629,False,
38211,27680,train,train,0.9629,False,
84245,89892,test,test,0.9629,False,
28729,34085,train,train,0.9627,False,
37112,37159,train,val,0.9627,True,
37879,37915,val,train,0.9625,True,
33397,36941,train,train,0.9625,False,
31187,27506,train,val,0.9624,True,
34785,27506,train,val,0.9624,True,
27506,28336,val,val,0.9624,False,
27506,31742,val,val,0.9624,False,
27506,32540,val,train,0.9624,True,
28411,26834,val,val,0.9623,False,
27537,28383,train,train,0.9623,False,
38020,34188,train,train,0.9618,False,
34188,38013,train,train,0.9618,False,
36237,37599,train,train,0.9617,False,
37599,34114,train,train,0.9617,False,
16205,6974,train,train,0.9617,False,
34686,35150,train,train,0.9617,False,
33421,34872,train,train,0.9609,False,
66505,66769,test,test,0.9606,False,
92086,92097,test,test,0.9606,False,
70661,74821,test,test,0.9605,False,
35296,38022,train,train,0.9603,False,
35296,38023,train,train,0.9603,False,
35296,38009,train,train,0.9603,False,
35296,38010,train,train,0.9603,False,
38022,34179,train,train,0.9603,False,
38023,34179,train,train,0.9603,False,
34179,38009,train,train,0.9603,False,
34179,38010,train,train,0.9603,False,
36804,33636,val,train,0.9603,True,
28411,26509,val,train,0.9602,True,
27320,34183,train,train,0.9601,False,
28492,33313,val,train,0.9599,True,
